district,area_name,land_area_sqm,land_type,street_width_m,main_road_access,near_services,zoning_category,zoning_score,development_level,corner_plot,shape_regular,slope_level,lat,lng,asking_price_jod,price_per_sqm_jod,estimated_market_value_jod,fairness_label
Sahab,Sahab Center,993.2,commercial,24.0,1,1,commercial_local,8,medium,0,0,moderate,31.861527,36.002689,252968.7,261.11,259333.54,Fair Price
Marka,Marka North,671.08,commercial,14.0,0,0,commercial_local,8,medium,1,1,flat,31.999652,35.955116,224164.98,322.35,216320.97,Fair Price
Shmeisani,West Shmeisani,1048.71,residential,6.0,0,1,C,6,prime,0,1,moderate,31.971119,35.887323,888899.31,834.54,875195.05,Fair Price
Sweileh,Sweileh North,765.29,residential,16.0,0,0,D,5,medium,0,1,moderate,32.024298,35.853814,227605.28,323.6,247650.55,Fair Price
Deir Ghbar,Deir Ghbar South,658.04,residential,10.0,0,1,B,8,prime,1,1,moderate,31.93251,35.851285,483797.13,921.27,606228.97,Underpriced
Um Uthaina,Um Uthaina North,2759.73,agricultural,14.0,1,0,agricultural,3,high,1,1,flat,31.974347,35.89159,613178.12,237.96,656710.14,Fair Price
Naour,Naour West,889.89,commercial,20.0,0,1,commercial_local,8,prime,0,1,moderate,31.872512,35.756423,325495.2,437.0,388883.8,Underpriced
Shmeisani,West Shmeisani,711.14,residential,8.0,1,0,D,5,high,0,1,moderate,31.964853,35.883082,517232.98,645.43,458988.38,Overpriced
Jabal Amman,4th Circle,1002.33,commercial,6.0,1,1,commercial_general,10,high,0,1,flat,31.949292,35.909729,1696825.26,1846.33,1850635.27,Fair Price
Sahab,Sahab Industrial Edge,604.64,residential,10.0,0,1,C,6,prime,0,0,moderate,31.869575,36.0042,129981.67,198.0,119719.3,Fair Price
Tla Al Ali,Tla Al Ali East,678.5,residential,14.0,0,1,D,5,medium,0,1,flat,32.015845,35.863167,202739.58,318.33,215986.77,Fair Price
Al Jubeiha,Jubeiha North,697.9,residential,10.0,1,0,B,8,high,1,1,flat,32.036034,35.871257,342524.63,462.0,322427.79,Fair Price
Abdoun,North Abdoun,623.79,commercial,12.0,0,0,commercial_general,10,prime,0,1,flat,31.9474,35.882644,1205431.58,1975.44,1232253.68,Fair Price
Shmeisani,West Shmeisani,1563.12,agricultural,6.0,0,0,agricultural,3,high,0,1,moderate,31.967337,35.878296,243986.27,131.04,204837.53,Overpriced
Dabouq,Dabouq Villas,1201.79,residential,24.0,0,1,D,5,high,0,1,moderate,31.994622,35.834298,1174488.09,1053.32,1265872.74,Fair Price
Deir Ghbar,Deir Ghbar Heights,647.53,commercial,6.0,0,1,commercial_local,8,prime,0,0,flat,31.939211,35.847779,1097072.71,1421.43,920415.19,Overpriced
Marka,Marka South,872.75,residential,6.0,0,1,C,6,medium,0,1,flat,31.993702,35.955087,130785.76,177.88,155245.19,Underpriced
Abdoun,North Abdoun,727.17,residential,8.0,0,1,A,9,prime,0,1,flat,31.948303,35.880655,1302237.7,1540.0,1119848.37,Overpriced
Khalda,Khalda Circle,818.72,residential,16.0,0,1,C,6,high,0,1,flat,32.01538,35.848626,593440.59,636.41,521041.89,Overpriced
Al Jubeiha,Jubeiha North,1061.64,residential,8.0,0,1,B,8,prime,0,1,flat,32.025673,35.866549,302557.56,295.44,313648.54,Fair Price
Sweileh,Sweileh Center,862.27,commercial,16.0,1,0,commercial_local,8,high,0,0,moderate,32.021091,35.855136,403211.64,452.53,390200.0,Fair Price
Khalda,Khalda North,934.47,commercial,14.0,1,0,commercial_local,8,medium,0,1,flat,32.037012,35.849726,770489.22,970.42,906834.7,Underpriced
Um Uthaina,Um Uthaina South,439.92,commercial,8.0,1,0,commercial_local,8,prime,0,1,flat,31.968493,35.881228,685874.67,1477.86,650136.51,Fair Price
Tabarbour,Tabarbour Main,427.15,residential,12.0,0,1,B,8,low,0,0,flat,31.99744,35.921842,109372.91,245.84,105012.7,Fair Price
Deir Ghbar,Deir Ghbar South,570.57,residential,12.0,0,1,A,9,high,0,0,flat,31.927152,35.834764,617422.68,990.0,564864.03,Fair Price
Jabal Amman,4th Circle,767.25,residential,14.0,1,1,B,8,high,0,1,moderate,31.949063,35.927647,634696.47,963.58,739304.87,Underpriced
Um Uthaina,Um Uthaina North,795.16,commercial,6.0,1,1,commercial_general,10,prime,0,1,moderate,31.956008,35.886898,1925104.68,2070.0,1645978.35,Overpriced
Jabal Amman,1st Circle,798.26,residential,12.0,0,0,D,5,prime,1,0,flat,31.951764,35.910805,784053.11,886.94,708011.98,Overpriced
Naour,Naour West,812.77,residential,20.0,0,1,C,6,high,0,1,steep,31.863556,35.759671,89261.23,120.48,97923.61,Fair Price
Dabouq,Airport Road West,1021.75,residential,20.0,0,1,D,5,medium,1,0,moderate,31.993592,35.834046,1209961.3,1137.84,1162582.87,Fair Price
Khalda,Khalda Circle,599.64,residential,16.0,1,1,B,8,prime,0,1,moderate,32.01934,35.847796,391208.02,584.49,350483.32,Overpriced
Shmeisani,West Shmeisani,433.66,residential,12.0,0,0,B,8,high,0,1,flat,31.96983,35.89451,295238.38,720.96,312652.17,Fair Price
Shmeisani,West Shmeisani,1529.24,commercial,12.0,0,1,commercial_local,8,high,0,1,moderate,31.97194,35.88471,1340349.34,890.07,1361128.31,Fair Price
Dabouq,Airport Road West,947.61,residential,6.0,0,1,B,8,prime,0,1,flat,31.982301,35.833092,1165610.73,1320.0,1250846.03,Fair Price
Al Jubeiha,Jubeiha University Side,421.04,residential,12.0,0,1,C,6,medium,0,1,moderate,32.033085,35.86938,177486.36,419.85,176774.31,Fair Price
Deir Ghbar,Deir Ghbar Heights,616.48,commercial,20.0,0,1,commercial_local,8,high,0,1,flat,31.93353,35.840832,667526.95,1061.26,654249.15,Fair Price
Marj Al Hamam,Marj Center,2103.21,agricultural,24.0,0,0,agricultural,3,high,0,1,moderate,31.880875,35.786301,224202.11,115.52,242958.17,Fair Price
Marka,Marka North,463.72,residential,20.0,0,0,D,5,low,0,1,moderate,32.006714,35.945255,54554.25,135.16,62675.97,Underpriced
Dabouq,Dabouq Villas,2975.84,agricultural,16.0,0,0,agricultural,3,medium,1,0,moderate,31.991947,35.824714,425699.54,154.79,460631.32,Fair Price
Abdoun,South Abdoun,777.21,residential,10.0,0,0,B,8,high,0,1,flat,31.953603,35.879895,1377567.24,1413.96,1098938.41,Overpriced
Sweileh,Sweileh North,940.98,commercial,12.0,1,1,commercial_general,10,medium,0,1,flat,32.024392,35.853077,568319.48,549.45,517017.02,Fair Price
Deir Ghbar,Deir Ghbar Heights,809.85,commercial,12.0,1,0,commercial_local,8,high,1,1,flat,31.944733,35.843857,1165646.94,1495.0,1210728.89,Fair Price
Deir Ghbar,Deir Ghbar Heights,1144.15,residential,12.0,0,0,C,6,prime,1,1,moderate,31.926566,35.838514,876087.79,810.39,927216.86,Fair Price
Naour,Naour Center,625.57,residential,16.0,0,1,D,5,prime,0,1,flat,31.866746,35.762507,65602.33,121.75,76163.78,Underpriced
Tabarbour,Tabarbour Main,375.18,commercial,10.0,1,1,commercial_local,8,medium,1,0,moderate,31.999751,35.934655,192540.04,498.05,186859.95,Fair Price
Al Jubeiha,Jubeiha University Side,424.07,residential,12.0,1,1,D,5,low,0,1,moderate,32.029185,35.869282,91530.23,235.04,99675.3,Fair Price
Marj Al Hamam,Marj Hills,626.32,residential,16.0,0,1,B,8,prime,0,0,moderate,31.895794,35.789468,202686.32,290.8,182136.1,Overpriced
Deir Ghbar,Deir Ghbar South,1346.57,residential,20.0,0,1,A,9,medium,0,0,flat,31.931991,35.834631,1042053.67,734.24,988700.74,Fair Price
Deir Ghbar,Deir Ghbar South,509.21,commercial,6.0,0,1,commercial_general,10,high,0,1,flat,31.939105,35.839168,596781.23,1124.73,572718.58,Fair Price
Shmeisani,West Shmeisani,4342.64,agricultural,24.0,0,1,agricultural,3,medium,0,1,steep,31.972312,35.8859,503044.75,136.31,591935.06,Underpriced
Naour,Naour West,326.64,commercial,16.0,1,0,commercial_local,8,high,0,1,moderate,31.869695,35.760863,121679.26,335.4,109556.39,Overpriced
Al Jubeiha,Jubeiha North,1067.34,residential,6.0,0,1,D,5,high,0,1,moderate,32.033592,35.859271,450258.48,392.21,418621.73,Fair Price
Dabouq,Dabouq Villas,786.07,residential,8.0,1,1,A,9,high,0,1,flat,31.990646,35.822169,1165544.4,1320.0,1037618.98,Overpriced
Sweileh,Sweileh Center,781.08,residential,20.0,0,1,D,5,high,1,1,flat,32.028488,35.859368,223371.94,280.1,218783.46,Fair Price
Jabal Amman,4th Circle,429.02,residential,12.0,0,0,C,6,high,0,1,flat,31.950899,35.904389,424800.32,1053.11,451809.23,Fair Price
Shmeisani,Central Shmeisani,858.1,residential,20.0,0,0,B,8,prime,0,1,moderate,31.963148,35.886557,600642.86,644.25,552830.06,Fair Price
Jabal Amman,4th Circle,925.24,residential,10.0,0,1,C,6,high,0,1,moderate,31.943522,35.918231,1429694.87,1469.75,1359861.71,Fair Price
Dabouq,Dabouq Villas,1134.04,commercial,20.0,1,0,commercial_general,10,prime,0,1,steep,31.992663,35.830672,2156947.12,1955.0,2217047.11,Fair Price
Al Jubeiha,Jubeiha North,854.49,residential,20.0,0,1,C,6,prime,1,1,moderate,32.036743,35.868055,363596.11,462.0,394774.1,Fair Price
Naour,Naour West,726.27,residential,12.0,0,1,C,6,medium,0,1,steep,31.867573,35.754564,94315.44,123.64,89797.66,Fair Price
Sweileh,Sweileh North,872.71,residential,24.0,0,1,D,5,high,1,1,flat,32.027148,35.848343,324607.86,392.14,342228.89,Fair Price
Naour,Naour Center,742.85,residential,8.0,1,1,B,8,medium,1,0,steep,31.872479,35.764823,173027.9,190.28,141347.8,Overpriced
Khalda,Khalda Circle,797.16,residential,16.0,1,0,C,6,high,1,0,flat,32.020556,35.85657,342599.32,372.07,296603.39,Overpriced
Marj Al Hamam,Marj Hills,815.18,residential,8.0,0,1,A,9,medium,0,1,moderate,31.88543,35.786323,250156.45,268.96,219250.0,Overpriced
Marka,Marka North,721.83,residential,10.0,0,1,D,5,low,0,0,moderate,31.982534,35.950013,120834.77,205.08,148029.02,Underpriced
Tla Al Ali,Tla Al Ali East,1127.96,residential,20.0,0,1,C,6,high,0,1,moderate,32.007022,35.859072,664224.76,528.66,596313.38,Overpriced
Sweileh,Sweileh North,619.34,commercial,10.0,0,1,commercial_local,8,low,0,1,steep,32.017759,35.865997,275203.79,421.63,261133.56,Fair Price
Khalda,Khalda North,1952.89,agricultural,24.0,0,0,agricultural,3,high,0,1,flat,32.018797,35.849567,321645.99,178.66,348905.31,Fair Price
Marka,Marka North,427.69,residential,20.0,0,1,C,6,high,0,1,moderate,31.992004,35.953035,108777.12,273.49,116969.19,Fair Price
Sahab,Sahab Industrial Edge,449.45,residential,10.0,1,1,C,6,high,0,1,flat,31.873979,36.001897,81257.76,178.01,80007.73,Fair Price
Tla Al Ali,Tla Al Ali East,906.28,commercial,24.0,1,1,commercial_general,10,medium,0,1,flat,32.012193,35.872109,1018121.63,1035.0,937996.25,Fair Price
Marka,Marka South,333.18,residential,6.0,0,1,D,5,medium,0,0,moderate,31.990294,35.951092,79177.87,201.96,67289.14,Overpriced
Marj Al Hamam,Marj Center,650.19,residential,12.0,0,1,D,5,low,1,0,flat,31.882881,35.781737,179134.69,255.55,166152.09,Fair Price
Deir Ghbar,Deir Ghbar Heights,474.27,residential,10.0,0,1,D,5,prime,1,1,moderate,31.933717,35.842434,322609.86,800.47,379639.38,Underpriced
Marka,Marka South,792.73,commercial,20.0,0,1,commercial_general,10,medium,0,1,flat,31.997291,35.950694,266404.85,425.12,337005.55,Underpriced
Marka,Marka South,909.92,residential,16.0,0,1,C,6,medium,1,0,flat,31.997413,35.95291,249152.86,255.12,232139.39,Fair Price
Sahab,Sahab Center,676.33,residential,14.0,1,1,D,5,high,1,1,flat,31.866778,36.00609,131613.56,174.57,118067.24,Overpriced
Deir Ghbar,Deir Ghbar Heights,1224.96,commercial,20.0,0,1,commercial_local,8,prime,0,0,moderate,31.932719,35.840884,1037020.45,1018.64,1247786.59,Underpriced
Um Uthaina,Um Uthaina South,896.15,residential,8.0,0,1,A,9,high,0,1,flat,31.96831,35.874621,955571.13,1168.7,1047327.95,Fair Price
Tabarbour,Tabarbour Main,626.41,residential,16.0,0,1,B,8,prime,0,1,steep,31.992002,35.935967,167994.79,238.91,149657.58,Overpriced
Naour,Naour Center,250.0,residential,14.0,1,1,C,6,medium,0,1,flat,31.878177,35.768175,51449.55,231.0,57750.0,Underpriced
Tabarbour,Inner Neighborhood,464.52,commercial,12.0,0,1,commercial_local,8,high,1,1,steep,32.000028,35.917601,242002.68,565.38,262628.06,Fair Price
Khalda,Khalda Circle,1074.54,agricultural,8.0,1,0,agricultural,3,prime,0,0,moderate,32.023979,35.842235,170261.0,148.25,159296.27,Fair Price
Al Jubeiha,Jubeiha North,667.72,residential,14.0,0,0,B,8,prime,1,1,flat,32.035396,35.867423,177932.89,267.22,178425.25,Fair Price
Sahab,Sahab Center,592.82,residential,12.0,0,1,C,6,prime,0,1,steep,31.867153,36.006445,88752.29,144.67,85762.42,Fair Price
Sahab,Sahab Industrial Edge,495.84,residential,14.0,0,0,C,6,high,1,1,flat,31.869847,36.007065,53507.12,129.76,64340.22,Underpriced
Jabal Amman,4th Circle,882.5,commercial,14.0,1,1,commercial_general,10,prime,0,0,flat,31.94392,35.908284,1804740.21,1935.92,1708444.48,Fair Price
Shmeisani,Central Shmeisani,783.76,residential,10.0,0,0,D,5,prime,0,1,steep,31.968574,35.87506,508999.22,606.49,475347.94,Fair Price
Naour,Naour West,1237.33,commercial,8.0,1,1,commercial_local,8,high,0,1,flat,31.87143,35.761743,387183.36,326.37,403833.87,Fair Price
Deir Ghbar,Deir Ghbar Heights,888.61,residential,10.0,0,1,D,5,high,1,1,steep,31.931673,35.846209,726558.89,864.82,768480.08,Fair Price
Dabouq,Airport Road West,1000.19,commercial,24.0,1,0,commercial_local,8,high,1,0,flat,31.987051,35.824052,1187545.47,1283.24,1283476.98,Fair Price
Marka,Marka North,926.55,commercial,30.0,0,1,commercial_local,8,low,0,0,flat,31.994946,35.944519,607534.94,524.49,485966.63,Overpriced
Jabal Amman,1st Circle,786.57,residential,12.0,0,0,B,8,medium,0,1,steep,31.95677,35.924357,638936.22,887.66,698204.83,Fair Price
Dabouq,Dabouq Villas,250.25,commercial,24.0,0,1,commercial_local,8,high,0,0,steep,31.987005,35.836988,287430.96,1344.84,336547.83,Underpriced
Abdoun,North Abdoun,250.0,commercial,16.0,0,1,commercial_general,10,prime,0,1,moderate,31.941325,35.877021,385236.31,1889.43,472357.43,Underpriced
Al Jubeiha,Jubeiha North,717.39,residential,16.0,1,1,B,8,medium,0,0,moderate,32.032764,35.873665,301671.19,419.26,300770.99,Fair Price
Sahab,Sahab Center,605.99,commercial,6.0,0,1,commercial_local,8,high,0,1,moderate,31.872855,36.010665,122460.43,265.74,161036.97,Underpriced
Al Jubeiha,Jubeiha University Side,558.68,residential,12.0,0,1,C,6,prime,0,1,flat,32.030816,35.869567,222019.74,454.7,254030.83,Underpriced
Deir Ghbar,Deir Ghbar South,1559.78,commercial,12.0,1,0,commercial_local,8,high,1,1,moderate,31.934158,35.846765,1668390.24,1177.5,1836643.39,Fair Price
Deir Ghbar,Deir Ghbar South,310.12,commercial,16.0,0,1,commercial_local,8,high,0,1,flat,31.926813,35.853047,316849.48,997.54,309352.43,Fair Price
Sahab,Sahab Industrial Edge,977.08,commercial,16.0,1,1,commercial_local,8,low,1,1,flat,31.872736,36.006637,277388.25,285.71,279164.67,Fair Price
Marka,Marka North,561.71,residential,14.0,0,1,B,8,high,0,0,moderate,31.994244,35.949551,123614.74,211.17,118614.06,Fair Price
Abdoun,North Abdoun,706.41,commercial,24.0,1,1,commercial_local,8,prime,1,1,moderate,31.939353,35.881149,1523669.51,2072.94,1464339.2,Fair Price
Shmeisani,Central Shmeisani,695.95,residential,12.0,0,1,C,6,high,0,1,flat,31.96156,35.885314,582684.04,935.0,650713.17,Underpriced
Naour,Naour Center,992.73,residential,10.0,0,1,A,9,high,0,1,flat,31.872863,35.754367,249143.81,231.0,229321.13,Fair Price
Dabouq,Airport Road West,804.94,residential,20.0,1,1,C,6,high,0,0,flat,31.99772,35.830276,953564.46,1317.37,1060399.12,Underpriced
Marj Al Hamam,Marj Center,1108.15,commercial,16.0,0,1,commercial_local,8,medium,0,1,moderate,31.89047,35.78375,498626.71,427.07,473261.2,Fair Price
Marka,Marka South,342.99,residential,14.0,0,1,B,8,medium,0,1,moderate,31.996029,35.952767,99465.18,296.8,101800.59,Fair Price
Naour,Naour West,820.07,commercial,10.0,0,1,commercial_local,8,high,0,1,flat,31.874361,35.76577,277340.45,368.19,301941.01,Fair Price
Jabal Amman,4th Circle,416.07,residential,20.0,0,1,C,6,prime,1,1,moderate,31.943431,35.910897,567000.68,1321.25,549725.85,Fair Price
Shmeisani,Central Shmeisani,720.23,residential,8.0,0,1,D,5,high,0,0,flat,31.958698,35.890596,213221.42,472.39,340225.98,Underpriced
Khalda,Khalda North,1018.02,agricultural,12.0,1,0,agricultural,3,prime,0,0,flat,32.028011,35.850998,155294.76,165.83,168813.23,Fair Price
Abdoun,South Abdoun,862.01,residential,6.0,1,1,B,8,prime,1,1,moderate,31.934848,35.870202,1542431.37,1540.0,1327499.91,Overpriced
Jabal Amman,1st Circle,884.2,residential,16.0,0,1,C,6,prime,1,1,moderate,31.950886,35.918553,848201.97,1021.28,903007.24,Fair Price
Jabal Amman,1st Circle,1306.04,residential,8.0,0,1,C,6,high,0,1,flat,31.955745,35.918677,1659688.02,1469.44,1919145.44,Underpriced
Abdoun,North Abdoun,778.79,commercial,20.0,1,1,commercial_general,10,prime,1,1,moderate,31.952122,35.878262,2052749.99,2389.19,1860678.62,Overpriced
Dabouq,Airport Road West,583.21,residential,16.0,0,1,A,9,prime,0,1,flat,31.995153,35.832474,738440.1,1320.0,769834.95,Fair Price
Sweileh,Sweileh Center,2496.63,agricultural,8.0,0,1,agricultural,3,high,0,1,moderate,32.019489,35.858066,305630.56,130.87,326739.64,Fair Price
Khalda,Khalda Circle,405.48,residential,10.0,0,1,A,9,high,0,1,moderate,32.026003,35.844957,205615.18,514.07,208444.21,Fair Price
Naour,Naour Center,4071.07,agricultural,12.0,0,0,agricultural,3,medium,0,0,flat,31.860459,35.756348,331158.77,78.52,319655.62,Fair Price
Sahab,Sahab Industrial Edge,598.89,commercial,20.0,0,1,commercial_general,10,low,0,1,flat,31.870013,36.003201,229542.85,336.53,201546.05,Overpriced
Marj Al Hamam,Marj Center,1621.59,agricultural,30.0,0,0,agricultural,3,medium,0,0,moderate,31.879838,35.798422,93793.67,58.96,95611.5,Fair Price
Sahab,Sahab Industrial Edge,842.58,residential,16.0,0,1,B,8,low,0,1,steep,31.864492,35.992107,110772.07,130.23,109728.98,Fair Price
Sweileh,Sweileh North,903.38,commercial,24.0,0,1,commercial_local,8,high,0,0,flat,32.022707,35.856938,572918.59,666.97,602528.94,Fair Price
Marj Al Hamam,Marj Center,799.26,residential,8.0,1,1,D,5,low,0,1,flat,31.88761,35.797245,243797.57,279.03,223015.76,Fair Price
Sweileh,Sweileh Center,733.53,residential,8.0,0,1,C,6,medium,0,1,moderate,32.02193,35.85897,233309.43,227.73,167048.15,Overpriced
Jabal Amman,4th Circle,820.75,commercial,20.0,1,1,commercial_general,10,prime,0,1,steep,31.940967,35.920476,1448682.58,2064.24,1694227.25,Underpriced
Shmeisani,Central Shmeisani,945.3,residential,24.0,0,0,D,5,prime,1,1,steep,31.960649,35.889461,748032.99,742.78,702156.27,Fair Price
Shmeisani,West Shmeisani,1221.88,residential,14.0,0,1,C,6,high,0,1,steep,31.971215,35.886794,967150.93,766.28,936301.95,Fair Price
Dabouq,Airport Road West,940.55,residential,6.0,0,1,C,6,medium,1,1,steep,31.998723,35.825682,603556.98,668.4,628660.41,Fair Price
Al Jubeiha,Jubeiha University Side,812.43,residential,16.0,0,1,D,5,high,0,1,flat,32.036593,35.862734,227354.39,300.57,244193.4,Fair Price
Deir Ghbar,Deir Ghbar Heights,291.64,residential,10.0,0,1,B,8,high,0,0,flat,31.93535,35.837477,241162.78,738.41,215354.14,Overpriced
Dabouq,Airport Road West,638.59,residential,16.0,0,0,A,9,high,0,1,flat,31.987803,35.823221,827283.37,1124.46,718066.03,Overpriced
Dabouq,Airport Road West,935.19,commercial,12.0,1,1,commercial_local,8,prime,0,0,moderate,31.989334,35.824206,1374265.21,1402.56,1311655.02,Fair Price
Naour,Naour West,768.9,residential,24.0,1,0,D,5,medium,0,1,flat,31.868289,35.763574,206355.45,231.0,177616.32,Overpriced
Tla Al Ali,Tla Al Ali West,904.65,residential,24.0,0,1,C,6,low,0,0,flat,32.007317,35.8667,339187.4,428.8,387910.52,Underpriced
Marka,Marka North,1220.56,residential,10.0,0,1,C,6,low,0,1,moderate,31.984101,35.948372,245240.53,203.08,247875.69,Fair Price
Marj Al Hamam,Marj Center,911.21,commercial,20.0,1,1,commercial_local,8,low,0,1,flat,31.884009,35.792604,522483.46,519.78,473625.44,Overpriced
Al Jubeiha,Jubeiha University Side,725.92,residential,20.0,1,0,C,6,high,0,1,flat,32.034749,35.868434,202511.9,282.36,204972.7,Fair Price
Um Uthaina,Um Uthaina South,862.78,commercial,24.0,1,1,commercial_general,10,prime,0,0,flat,31.968292,35.879374,1519982.09,1817.06,1567734.93,Fair Price
Naour,Naour Center,1040.84,commercial,8.0,1,1,commercial_local,8,prime,0,0,moderate,31.86703,35.759696,362266.11,305.53,318010.83,Overpriced
Sahab,Sahab Center,823.94,residential,30.0,0,1,B,8,medium,0,1,flat,31.871507,36.00274,101788.69,129.03,106315.84,Fair Price
Abdoun,North Abdoun,968.69,residential,16.0,0,1,C,6,prime,0,1,moderate,31.936743,35.880135,1314570.2,1540.0,1491783.0,Underpriced
Abdoun,South Abdoun,3437.39,agricultural,20.0,1,0,agricultural,3,prime,0,0,steep,31.942812,35.880013,902943.52,219.54,754637.02,Overpriced
Abdoun,South Abdoun,1000.15,residential,10.0,1,1,A,9,high,0,1,moderate,31.945955,35.888499,1414606.76,1540.0,1540231.31,Fair Price
Shmeisani,West Shmeisani,943.55,commercial,16.0,1,1,commercial_local,8,prime,0,1,flat,31.958835,35.873883,1448807.01,1579.48,1490319.76,Fair Price
Sahab,Sahab Industrial Edge,503.83,residential,20.0,0,0,B,8,high,0,1,flat,31.872705,36.01026,77791.91,198.0,99759.15,Underpriced
Um Uthaina,Um Uthaina South,608.52,residential,8.0,0,0,D,5,high,0,1,moderate,31.961382,35.870678,628938.19,1031.41,627633.24,Fair Price
Khalda,Khalda North,393.31,residential,16.0,0,1,B,8,high,0,1,moderate,32.023928,35.859799,164883.72,412.29,162157.68,Fair Price
Al Jubeiha,Jubeiha University Side,523.41,commercial,12.0,1,0,commercial_general,10,medium,0,1,moderate,32.027848,35.866109,323377.9,554.92,290449.79,Overpriced
Khalda,Khalda North,1091.82,residential,20.0,0,1,C,6,high,0,1,flat,32.026461,35.852648,767431.7,631.5,689479.75,Overpriced
Deir Ghbar,Deir Ghbar Heights,542.42,residential,16.0,0,1,B,8,prime,0,1,moderate,31.929093,35.849029,398263.07,796.32,431938.58,Fair Price
